,Area,Size,Rent,Manhattan,Queens,Brooklyn,Bronx,Staten Island,Studio,One Bedroom,Two Bedrooms,Three Bedrooms,One Bathrooms,Two Bathrooms,Three Bathrooms,Four Bathrooms
778,60,675,1950,0,0,1,0,0,0,1,0,0,0,0,0,0
779,61,725,2350,0,0,1,0,0,0,1,0,0,0,0,0,0
780,62,650,1795,0,0,1,0,0,0,1,0,0,0,0,0,0
781,57,740,2400,0,0,1,0,0,0,1,0,0,0,0,0,0
782,56,660,1662,0,0,1,0,0,0,1,0,0,0,0,0,0
783,64,640,1700,0,0,1,0,0,0,1,0,0,0,0,0,0
784,51,650,1719,0,0,1,0,0,0,1,0,0,0,0,0,0
785,49,760,2700,0,0,1,0,0,0,1,0,0,0,0,0,0
786,50,724,2137,0,0,1,0,0,0,1,0,0,0,0,0,0
787,115,650,1500,0,0,0,1,0,0,1,0,0,0,0,0,0
788,87,675,1875,0,0,0,1,0,0,1,0,0,0,0,0,0
789,116,680,1537,0,0,0,1,0,0,1,0,0,0,0,0,0
790,117,725,2500,0,0,0,1,0,0,1,0,0,0,0,0,0
791,118,700,2000,0,0,0,1,0,0,1,0,0,0,0,0,0
792,119,712,2200,0,0,0,1,0,0,1,0,0,0,0,0,0
793,120,612,1500,0,0,0,1,0,0,1,0,0,0,0,0,0
794,121,660,1600,0,0,0,1,0,0,1,0,0,0,0,0,0
795,122,670,1650,0,0,0,1,0,0,1,0,0,0,0,0,0
796,123,712,2000,0,0,0,1,0,0,1,0,0,0,0,0,0
797,124,680,1575,0,0,0,1,0,0,1,0,0,0,0,0,0
798,125,660,1400,0,0,0,1,0,0,1,0,0,0,0,0,0
799,126,690,1675,0,0,0,1,0,0,1,0,0,0,0,0,0
800,127,650,1625,0,0,0,1,0,0,1,0,0,0,0,0,0
801,128,670,1550,0,0,0,1,0,0,1,0,0,0,0,0,0
802,129,660,1472,0,0,0,1,0,0,1,0,0,0,0,0,0
803,130,664,1575,0,0,0,1,0,0,1,0,0,0,0,0,0
804,131,684,1878,0,0,0,0,1,0,1,0,0,0,0,0,0
805,132,690,1950,0,0,0,0,1,0,1,0,0,0,0,0,0
806,133,700,1878,0,0,0,0,1,0,1,0,0,0,0,0,0
807,134,712,1950,0,0,0,0,1,0,1,0,0,0,0,0,0
808,131,724,1948,0,0,0,0,1,0,1,0,0,0,0,0,0
809,132,740,1950,0,0,0,0,1,0,1,0,0,0,0,0,0
810,133,690,1632,0,0,0,0,1,0,1,0,0,0,0,0,0
811,134,724,1800,0,0,0,0,1,0,1,0,0,0,0,0,0
812,131,690,1744,0,0,0,0,1,0,1,0,0,0,0,0,0
813,132,736,1999,0,0,0,0,1,0,1,0,0,0,0,0,0
814,133,700,1843,0,0,0,0,1,0,1,0,0,0,0,0,0
815,134,712,1950,0,0,0,0,1,0,1,0,0,0,0,0,0
816,0,1150,4450,1,0,0,0,0,0,0,1,0,0,0,0,0
817,1,1175,4770,1,0,0,0,0,0,0,1,0,0,0,0,0
818,2,1075,3600,1,0,0,0,0,0,0,1,0,0,0,0,0
819,3,950,2475,1,0,0,0,0,0,0,1,0,0,0,0,0
820,4,1150,4581,1,0,0,0,0,0,0,1,0,0,0,0,0
821,5,1200,6453,1,0,0,0,0,0,0,1,0,0,0,0,0
822,7,999,2795,1,0,0,0,0,0,0,1,0,0,0,0,0
823,8,1200,11077,1,0,0,0,0,0,0,1,0,0,0,0,0
824,6,1100,6280,1,0,0,0,0,0,0,1,0,0,0,0,0
825,89,1012,2900,1,0,0,0,0,0,0,1,0,0,0,0,0
826,9,950,2500,1,0,0,0,0,0,0,1,0,0,0,0,0
827,10,1150,3590,1,0,0,0,0,0,0,1,0,0,0,0,0
828,12,1275,5360,1,0,0,0,0,0,0,1,0,0,0,0,0
829,11,1250,7064,1,0,0,0,0,0,0,1,0,0,0,0,0
830,13,1075,4400,1,0,0,0,0,0,0,1,0,0,0,0,0
831,15,1125,5447,1,0,0,0,0,0,0,1,0,0,0,0,0
832,90,825,2250,1,0,0,0,0,0,0,1,0,0,0,0,0
833,14,850,2400,1,0,0,0,0,0,0,1,0,0,0,0,0
834,16,875,3300,1,0,0,0,0,0,0,1,0,0,0,0,0
835,17,899,3450,1,0,0,0,0,0,0,1,0,0,0,0,0
836,1,975,3800,1,0,0,0,0,0,0,1,0,0,0,0,0
837,19,912,2922,1,0,0,0,0,0,0,1,0,0,0,0,0
838,1,1240,5900,1,0,0,0,0,0,0,1,0,0,0,0,0
839,20,1112,4220,1,0,0,0,0,0,0,1,0,0,0,0,0
840,21,1222,5487,1,0,0,0,0,0,0,1,0,0,0,0,0
841,22,1212,4945,1,0,0,0,0,0,0,1,0,0,0,0,0
842,23,1000,3000,1,0,0,0,0,0,0,1,0,0,0,0,0
843,1,975,2892,1,0,0,0,0,0,0,1,0,0,0,0,0
844,25,1012,4300,1,0,0,0,0,0,0,1,0,0,0,0,0
845,26,1060,3798,1,0,0,0,0,0,0,1,0,0,0,0,0
846,27,1102,7250,1,0,0,0,0,0,0,1,0,0,0,0,0
847,91,1012,3703,1,0,0,0,0,0,0,1,0,0,0,0,0
848,28,1124,7850,1,0,0,0,0,0,0,1,0,0,0,0,0
849,2,999,3600,1,0,0,0,0,0,0,1,0,0,0,0,0
850,4,1050,4581,1,0,0,0,0,0,0,1,0,0,0,0,0
851,29,800,2300,1,0,0,0,0,0,0,1,0,0,0,0,0
852,92,812,2383,1,0,0,0,0,0,0,1,0,0,0,0,0
853,30,1040,4600,1,0,0,0,0,0,0,1,0,0,0,0,0
854,31,975,2300,0,1,0,0,0,0,0,1,0,0,0,0,0
855,94,950,2275,0,1,0,0,0,0,0,1,0,0,0,0,0
856,48,850,1999,0,1,0,0,0,0,0,1,0,0,0,0,0
857,45,925,2250,0,1,0,0,0,0,0,1,0,0,0,0,0
858,47,945,2342,0,1,0,0,0,0,0,1,0,0,0,0,0
859,42,960,2300,0,1,0,0,0,0,0,1,0,0,0,0,0
860,43,920,2174,0,1,0,0,0,0,0,1,0,0,0,0,0
861,44,1012,2500,0,1,0,0,0,0,0,1,0,0,0,0,0
862,95,890,1975,0,1,0,0,0,0,0,1,0,0,0,0,0
863,40,975,2362,0,1,0,0,0,0,0,1,0,0,0,0,0
864,96,1075,2575,0,1,0,0,0,0,0,1,0,0,0,0,0
865,38,1024,2100,0,1,0,0,0,0,0,1,0,0,0,0,0
866,97,1100,2075,0,1,0,0,0,0,0,1,0,0,0,0,0
867,39,1124,4231,0,1,0,0,0,0,0,1,0,0,0,0,0
868,98,912,1998,0,1,0,0,0,0,0,1,0,0,0,0,0
869,135,924,2200,0,1,0,0,0,0,0,1,0,0,0,0,0
870,37,899,2100,0,1,0,0,0,0,0,1,0,0,0,0,0
871,46,912,2400,0,1,0,0,0,0,0,1,0,0,0,0,0
872,37,924,2300,0,1,0,0,0,0,0,1,0,0,0,0,0
873,35,936,2400,0,1,0,0,0,0,0,1,0,0,0,0,0
874,101,950,2200,0,1,0,0,0,0,0,1,0,0,0,0,0
875,102,1124,2150,0,1,0,0,0,0,0,1,0,0,0,0,0
876,34,1000,2300,0,1,0,0,0,0,0,1,0,0,0,0,0
877,33,1050,2300,0,1,0,0,0,0,0,1,0,0,0,0,0
878,32,899,2200,0,1,0,0,0,0,0,1,0,0,0,0,0
879,103,1024,2150,0,1,0,0,0,0,0,1,0,0,0,0,0
880,53,899,2520,0,0,1,0,0,0,0,1,0,0,0,0,0
881,54,875,1899,0,0,1,0,0,0,0,1,0,0,0,0,0
882,55,1112,3900,0,0,1,0,0,0,0,1,0,0,0,0,0
883,106,850,1800,0,0,1,0,0,0,0,1,0,0,0,0,0
884,111,925,2395,0,0,1,0,0,0,0,1,0,0,0,0,0
885,107,950,2472,0,0,1,0,0,0,0,1,0,0,0,0,0
886,82,1012,2600,0,0,1,0,0,0,0,1,0,0,0,0,0
887,83,1120,4699,0,0,1,0,0,0,0,1,0,0,0,0,0
888,108,850,1825,0,0,1,0,0,0,0,1,0,0,0,0,0
889,84,925,2449,0,0,1,0,0,0,0,1,0,0,0,0,0
890,136,875,1899,0,0,1,0,0,0,0,1,0,0,0,0,0
891,85,925,3399,0,0,1,0,0,0,0,1,0,0,0,0,0
892,74,934,3200,0,0,1,0,0,0,0,1,0,0,0,0,0
893,75,944,3800,0,0,1,0,0,0,0,1,0,0,0,0,0
894,137,968,2999,0,0,1,0,0,0,0,1,0,0,0,0,0
895,76,975,2449,0,0,1,0,0,0,0,1,0,0,0,0,0
896,77,1200,5382,0,0,1,0,0,0,0,1,0,0,0,0,0
897,78,1012,2299,0,0,1,0,0,0,0,1,0,0,0,0,0
898,79,1150,4540,0,0,1,0,0,0,0,1,0,0,0,0,0
899,112,950,1925,0,0,1,0,0,0,0,1,0,0,0,0,0
900,80,1012,2475,0,0,1,0,0,0,0,1,0,0,0,0,0
901,81,950,2150,0,0,1,0,0,0,0,1,0,0,0,0,0
902,113,920,1957,0,0,1,0,0,0,0,1,0,0,0,0,0
903,70,1075,3400,0,0,1,0,0,0,0,1,0,0,0,0,0
904,73,925,2200,0,0,1,0,0,0,0,1,0,0,0,0,0
905,71,1012,2825,0,0,1,0,0,0,0,1,0,0,0,0,0
906,67,975,1995,0,0,1,0,0,0,0,1,0,0,0,0,0
907,68,1090,2950,0,0,1,0,0,0,0,1,0,0,0,0,0
908,69,1000,2477,0,0,1,0,0,0,0,1,0,0,0,0,0
909,86,875,1850,0,0,0,1,0,0,0,1,0,0,0,0,0
910,66,912,2000,0,0,1,0,0,0,0,1,0,0,0,0,0
911,65,1025,3000,0,0,1,0,0,0,0,1,0,0,0,0,0
912,63,1112,3505,0,0,1,0,0,0,0,1,0,0,0,0,0
913,114,999,2197,0,0,1,0,0,0,0,1,0,0,0,0,0
914,58,1099,3200,0,0,1,0,0,0,0,1,0,0,0,0,0
915,59,1114,3300,0,0,1,0,0,0,0,1,0,0,0,0,0
916,60,925,2426,0,0,1,0,0,0,0,1,0,0,0,0,0
917,61,975,2910,0,0,1,0,0,0,0,1,0,0,0,0,0
918,62,925,2337,0,0,1,0,0,0,0,1,0,0,0,0,0
919,51,910,1997,0,0,1,0,0,0,0,1,0,0,0,0,0
920,57,1012,2700,0,0,1,0,0,0,0,1,0,0,0,0,0
921,56,950,2150,0,0,1,0,0,0,0,1,0,0,0,0,0
922,64,950,2195,0,0,1,0,0,0,0,1,0,0,0,0,0
923,105,924,1800,0,0,1,0,0,0,0,1,0,0,0,0,0
924,52,975,2200,0,0,1,0,0,0,0,1,0,0,0,0,0
925,72,970,2300,0,0,1,0,0,0,0,1,0,0,0,0,0
926,49,1060,3000,0,0,1,0,0,0,0,1,0,0,0,0,0
927,50,1002,2899,0,0,1,0,0,0,0,1,0,0,0,0,0
928,124,960,1950,0,0,0,1,0,0,0,1,0,0,0,0,0
929,124,960,1950,0,0,0,1,0,0,0,1,0,0,0,0,0
930,124,960,1950,0,0,0,1,0,0,0,1,0,0,0,0,0
931,124,960,1950,0,0,0,1,0,0,0,1,0,0,0,0,0
932,122,960,2025,0,0,0,1,0,0,0,1,0,0,0,0,0
933,123,940,2237,0,0,0,1,0,0,0,1,0,0,0,0,0
934,120,920,1950,0,0,0,1,0,0,0,1,0,0,0,0,0
935,116,900,1850,0,0,0,1,0,0,0,1,0,0,0,0,0
936,118,875,1787,0,0,0,1,0,0,0,1,0,0,0,0,0
937,87,999,2383,0,0,0,1,0,0,0,1,0,0,0,0,0
938,120,924,1950,0,0,0,1,0,0,0,1,0,0,0,0,0
939,116,912,1850,0,0,0,1,0,0,0,1,0,0,0,0,0
940,118,899,1787,0,0,0,1,0,0,0,1,0,0,0,0,0
941,87,964,2383,0,0,0,1,0,0,0,1,0,0,0,0,0
942,138,1000,2250,0,0,0,0,1,0,0,1,0,0,0,0,0
943,139,940,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
944,133,950,2400,0,0,0,0,1,0,0,1,0,0,0,0,0
945,140,910,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
946,141,920,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
947,138,950,2250,0,0,0,0,1,0,0,1,0,0,0,0,0
948,139,1000,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
949,133,940,2400,0,0,0,0,1,0,0,1,0,0,0,0,0
950,140,950,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
951,141,910,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
952,138,920,2250,0,0,0,0,1,0,0,1,0,0,0,0,0
953,139,950,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
954,133,922,2400,0,0,0,0,1,0,0,1,0,0,0,0,0
955,140,944,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
956,141,984,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
